step,actual_error,intr_reward,is_noisy
0,0.07882606238126755,-2.540498971939087,False
1,0.09959930926561356,-2.3065900802612305,False
2,0.09959360212087631,-2.306647300720215,False
3,0.09959626197814941,-2.3066205978393555,False
4,0.0995946004986763,-2.3066372871398926,False
5,0.09959640353918076,-2.306619167327881,False
6,0.07459621876478195,-2.5956521034240723,False
7,0.07882728427648544,-2.5404834747314453,False
8,0.10115908831357956,-2.291050910949707,False
9,0.19466669857501984,-1.6364612579345703,False
10,0.07570365071296692,-2.580915689468384,False
11,0.07571207731962204,-2.5808043479919434,False
12,0.07571185380220413,-2.5808074474334717,False
13,0.07571358233690262,-2.580784559249878,False
14,0.07570994645357132,-2.5808324813842773,False
15,0.07569614052772522,-2.58101487159729,False
16,0.07932437211275101,-2.5341973304748535,False
17,0.08149886131286621,-2.5071539878845215,False
18,0.09712007641792297,-2.331796884536743,False
19,0.18877172470092773,-1.6672115325927734,False
20,0.07933153957128525,-2.534106969833374,False
21,0.0814950242638588,-2.5072009563446045,False
22,0.08149845898151398,-2.5071589946746826,False
23,0.08150544762611389,-2.507073163986206,False
24,0.08149019628763199,-2.507260322570801,False
25,0.08148885518312454,-2.507276773452759,False
26,0.07931014150381088,-2.534376621246338,False
27,0.08148578554391861,-2.507314443588257,False
28,0.09713205695152283,-2.3316736221313477,False
29,0.188784658908844,-1.6671429872512817,False
30,0.07931627333164215,-2.534299373626709,False
31,0.07931587100028992,-2.53430438041687,False
32,0.07932788133621216,-2.5341529846191406,False
33,0.07932531833648682,-2.5341854095458984,False
34,0.07931394129991531,-2.5343286991119385,False
35,0.0793038010597229,-2.534456729888916,False
36,0.07931650429964066,-2.5342965126037598,False
37,0.08149786293506622,-2.5071661472320557,False
38,0.09713437408208847,-2.3316497802734375,False
39,0.18887369334697723,-1.6666715145111084,False
40,0.07931342720985413,-2.534335136413574,False
41,0.08149447292089462,-2.5072078704833984,False
42,0.09713464230298996,-2.3316469192504883,False
43,0.18887712061405182,-1.6666533946990967,False
44,0.07931548357009888,-2.5343093872070312,False
45,0.08149603754281998,-2.507188558578491,False
46,0.09713331609964371,-2.331660509109497,False
47,0.1888759583234787,-1.6666594743728638,False
48,0.07931632548570633,-2.5342986583709717,False
49,0.08149757981300354,-2.507169723510742,False
50,0.09713663905858994,-2.3316264152526855,False
51,0.1888798475265503,-1.6666388511657715,False
52,0.1889113336801529,-1.6664721965789795,False
53,0.18891136348247528,-1.66647207736969,False
54,0.18891049921512604,-1.6664766073226929,False
55,0.1889105588197708,-1.6664762496948242,False
56,0.18891017138957977,-1.6664783954620361,False
57,0.18891103565692902,-1.6664738655090332,False
58,0.1889132261276245,-1.6664621829986572,False
59,0.18891386687755585,-1.6664588451385498,False
60,0.18891553580760956,-1.666450023651123,False
61,0.1889125257730484,-1.6664658784866333,False
62,0.18891017138957977,-1.6664783954620361,False
63,0.1889132857322693,-1.6664619445800781,False
64,0.1889132261276245,-1.6664621829986572,False
65,0.18891489505767822,-1.6664533615112305,False
66,0.1889118105173111,-1.666469693183899,False
67,0.1889103651046753,-1.6664773225784302,False
68,0.18890996277332306,-1.666479468345642,False
69,0.1889089196920395,-1.6664849519729614,False
70,0.18891149759292603,-1.6664713621139526,False
71,0.18918828666210175,-1.66500723361969,False
72,0.189187154173851,-1.665013313293457,False
73,0.1891912966966629,-1.6649913787841797,False
74,0.18919162452220917,-1.664989709854126,False
75,0.18919044733047485,-1.664995789527893,False
76,0.18919135630130768,-1.664991021156311,False
77,0.1891854852437973,-1.6650221347808838,False
78,0.18918871879577637,-1.6650049686431885,False
79,0.18918605148792267,-1.6650190353393555,False
80,0.18691270053386688,-1.6771082878112793,False
81,0.1869182586669922,-1.6770784854888916,False
82,0.18691901862621307,-1.6770744323730469,False
83,0.18691734969615936,-1.6770834922790527,False
84,0.18691520392894745,-1.6770949363708496,False
85,0.18692588806152344,-1.6770377159118652,False
86,0.18683193624019623,-1.6775405406951904,False
87,0.1867474913597107,-1.677992582321167,False
88,0.18673068284988403,-1.6780824661254883,False
89,0.18674743175506592,-1.677992820739746,False
90,0.18663211166858673,-1.6786105632781982,False
91,0.1866542100906372,-1.6784921884536743,False
92,0.07951343059539795,-2.5318167209625244,False
93,0.08126302063465118,-2.510051965713501,False
94,0.09615292400121689,-2.3418049812316895,False
95,0.18687134981155396,-1.6773295402526855,False
96,0.07951631397008896,-2.531780481338501,False
97,0.08154107630252838,-2.506636142730713,False
98,0.08153273910284042,-2.5067384243011475,False
99,0.0815369039773941,-2.5066874027252197,False
100,0.08153703063726425,-2.506685733795166,False
101,0.08152851462364197,-2.5067901611328125,False
102,0.0815349742770195,-2.506711006164551,False
103,0.08520570397377014,-2.462675094604492,False
104,0.1049760952591896,-2.2540130615234375,False
105,0.1948941946029663,-1.6352933645248413,False
106,0.08153439313173294,-2.506718158721924,False
107,0.08520722389221191,-2.4626574516296387,False
108,0.10498040169477463,-2.253972053527832,False
109,0.19489066302776337,-1.635311484336853,False
110,0.08153461664915085,-2.5067152976989746,False
111,0.08520332723855972,-2.462702989578247,False
112,0.10497960448265076,-2.2539796829223633,False
113,0.1948966532945633,-1.635280728340149,False
114,0.08153491467237473,-2.506711721420288,False
115,0.08520924299955368,-2.4626336097717285,False
116,0.10497889667749405,-2.253986358642578,False
117,0.19488711655139923,-1.6353296041488647,False
118,0.19488990306854248,-1.6353154182434082,False
119,0.1948932409286499,-1.635298252105713,False
120,0.19488823413848877,-1.6353238821029663,False
121,0.19488821923732758,-1.6353240013122559,False
122,0.19488437473773956,-1.6353436708450317,False
123,0.19489435851573944,-1.6352925300598145,False
124,0.19489991664886475,-1.6352639198303223,False
125,0.19489486515522003,-1.6352899074554443,False
126,0.19489969313144684,-1.6352651119232178,False
127,0.19489724934101105,-1.6352776288986206,False
128,0.19489546120166779,-1.635286808013916,False
129,0.19489403069019318,-1.6352941989898682,False
130,0.19489580392837524,-1.6352851390838623,False
131,0.19489674270153046,-1.6352802515029907,False
132,0.19490019977092743,-1.6352624893188477,False
133,0.19489145278930664,-1.6353074312210083,False
134,0.19489121437072754,-1.6353086233139038,False
135,0.19489862024784088,-1.635270595550537,False
136,0.1948937177658081,-1.6352957487106323,False
137,0.19517892599105835,-1.633833408355713,False
138,0.19517888128757477,-1.633833646774292,False
139,0.1951775699853897,-1.6338404417037964,False
140,0.19518423080444336,-1.6338062286376953,False
141,0.19518248736858368,-1.6338151693344116,False
142,0.19517694413661957,-1.6338436603546143,False
143,0.19517989456653595,-1.6338284015655518,False
144,0.19517453014850616,-1.633855938911438,False
145,0.19518156349658966,-1.6338199377059937,False
146,0.19518296420574188,-1.6338127851486206,False
147,0.19518792629241943,-1.6337872743606567,False
148,0.1951853632926941,-1.6338005065917969,False
149,0.19518466293811798,-1.6338040828704834,False
150,0.1951882392168045,-1.6337857246398926,False
151,0.19518232345581055,-1.6338160037994385,False
152,0.19487221539020538,-1.6354061365127563,False
153,0.19489283859729767,-1.6353002786636353,False
154,0.1948612481355667,-1.6354624032974243,False
155,0.19488997757434845,-1.63531494140625,False
156,0.1949460357427597,-1.6350274085998535,False
157,0.08182228356599808,-2.5031933784484863,False
158,0.08550242334604263,-2.4591989517211914,False
159,0.1052648201584816,-2.2512664794921875,False
160,0.1922503262758255,-1.648951768875122,False
161,0.08107737451791763,-2.5123391151428223,False
162,0.08106679469347,-2.512469530105591,False
163,0.0810655876994133,-2.512484550476074,False
164,0.08107280731201172,-2.5123953819274902,False
165,0.0810706689953804,-2.5124218463897705,False
166,0.08107186108827591,-2.512407064437866,False
167,0.08106844872236252,-2.512449026107788,False
168,0.08429174870252609,-2.473459482192993,False
169,0.10351703315973282,-2.2680094242095947,False
170,0.19233648478984833,-1.6485037803649902,False
171,0.0810713842511177,-2.5124130249023438,False
172,0.08429551124572754,-2.473414897918701,False
173,0.10352643579244614,-2.267918586730957,False
174,0.19235122203826904,-1.6484270095825195,False
175,0.08106762915849686,-2.5124592781066895,False
176,0.0842890739440918,-2.4734911918640137,False
177,0.10352814942598343,-2.267902135848999,False
178,0.1923404484987259,-1.648483157157898,False
179,0.08106736838817596,-2.5124623775482178,False
180,0.08429155498743057,-2.473461627960205,False
181,0.10352876037359238,-2.2678961753845215,False
182,0.19234193861484528,-1.6484754085540771,False
183,0.19233699142932892,-1.6485011577606201,False
184,0.19236040115356445,-1.6483793258666992,False
185,0.19237422943115234,-1.6483075618743896,False
186,0.1923702508211136,-1.648328185081482,False
187,0.1923764944076538,-1.6482957601547241,False
188,0.19236652553081512,-1.6483476161956787,False
189,0.192380890250206,-1.6482728719711304,False
190,0.19236420094966888,-1.6483596563339233,False
191,0.19236356019973755,-1.6483629941940308,False
192,0.19234955310821533,-1.6484358310699463,False
193,0.19236326217651367,-1.648364543914795,False
194,0.1923546940088272,-1.6484090089797974,False
195,0.19236423075199127,-1.6483595371246338,False
196,0.19235390424728394,-1.6484131813049316,False
197,0.19235463440418243,-1.648409366607666,False
198,0.19236654043197632,-1.6483474969863892,False
199,0.19235579669475555,-1.648403286933899,False
